10:31:42,-0.281,0.3781,-0.9432,1.054,5
10:31:52,-0.1834,0.2255,0.5713,0.641,5
10:32:02,-0.0428,0.01,0.6971,0.698,5
10:32:12,-0.0497,0.01,-0.1138,0.125,5
10:32:22,-0.0173,-0.0998,0.2408,0.261,5
10:32:32,-0.1222,-0.0716,-0.0794,0.162,5
10:32:42,1.0999,1.2012,0.7147,1.779,5
10:32:52,1.2488,-2.8437,-1.8919,3.637,5
10:33:02,0.0964,-2.4993,-2.3538,3.435,5
10:33:12,0.9181,-0.9089,0.5195,1.392,5
10:33:22,0.0011,-2.1907,-2.6638,3.449,5
10:33:32,-0.0308,0.1414,0.1842,0.234,5
10:33:42,-0.4483,-0.4961,-0.8897,1.113,5
10:33:52,-0.3385,-1.7738,-0.9651,2.048,5
10:34:02,-0.292,-0.1383,-0.0992,0.338,5
10:34:12,-0.3141,2.121,2.784,3.514,5
10:34:22,-0.6319,1.1753,-0.8164,1.564,5
10:34:32,-1.2796,-2.3812,-3.4128,4.354,5
10:34:42,-0.7064,-0.257,-0.4327,0.867,5
10:34:52,1.574,-1.2662,2.9045,3.538,5
10:35:02,0.3755,-1.8375,-0.5367,1.951,5
10:35:12,-0.0899,-1.2511,-1.6372,2.062,5
10:35:22,-0.2731,-0.5633,-0.5544,0.836,5
10:35:32,-1.3281,0.3959,-0.3463,1.428,5
