1:41:01,-0.0001,-0.0068,-0.2297,0.23,4
1:41:11,-0.0204,0.0004,-0.014,0.025,4
1:41:21,0.0083,0.0021,0.0074,0.011,4
1:41:31,0.0314,-0.0294,0.0408,0.059,4
1:41:41,-0.0404,0.011,-0.0102,0.043,4
1:41:51,-0.1829,-0.135,-0.3547,0.421,4
1:42:01,-0.1325,0.0986,-0.4723,0.5,4
1:42:11,-0.0918,0.0822,-0.2037,0.238,4
1:42:21,0.0276,-0.2132,-0.3232,0.388,4
1:42:31,0.0039,0.004,-0.1186,0.119,4
1:42:41,-0.045,-0.1118,-0.3334,0.355,4
1:42:51,0.0454,-0.0328,-0.0033,0.056,4
1:43:01,0.1044,-0.1761,0.1463,0.252,4
1:43:11,-0.2391,0.1827,-0.2713,0.405,4
1:43:21,-0.0029,-0.0044,-0.0161,0.017,4
1:43:31,0.0116,-0.028,-0.0202,0.036,4
1:43:41,-0.0159,-0.011,-0.0106,0.022,4
1:43:51,-0.0383,-0.0684,-0.1173,0.141,4
1:44:01,0.0442,0.0277,0.4822,0.485,4
1:44:11,0.2364,-0.1237,-0.1672,0.315,4
1:44:21,-0.3118,0.2307,-0.1434,0.414,4
1:44:31,0.027,-0.0235,-0.0326,0.048,4
1:44:41,0.204,-0.2984,0.3856,0.529,4
1:44:51,0.0259,-0.0082,-0.0358,0.045,4
1:45:01,0.5073,-0.1484,0.5258,0.746,4
