10:27:59,0.0487,0.2785,-0.3631,0.46,1
10:28:09,-1.9121,2.0928,2.2924,3.646,1
10:28:19,-1.0275,-0.8882,-0.3228,1.396,1
10:28:29,-2.3356,-0.854,-1.3075,2.81,1
10:28:39,0.5177,1.8516,0.6889,2.042,1
10:28:49,-0.2471,-2.8914,2.1638,3.62,1
10:28:59,0.4562,-1.6476,-2.2697,2.842,1
10:29:09,0.0981,1.2527,1.6805,2.098,1
10:29:19,-0.3547,-0.2541,-2.2357,2.278,1
10:29:29,-2.5238,-1.8037,0.2909,3.116,1
10:29:39,-1.0221,0.3164,-0.4402,1.157,1
10:29:49,0.4943,-1.0968,0.2211,1.223,1
10:29:59,-0.7104,-1.0551,-2.1711,2.516,1
10:30:09,0.6279,0.0255,0.1349,0.643,1
10:30:19,-0.767,-0.9896,-1.3842,1.866,1
10:30:29,-1.4486,1.1569,2.5222,3.13,1
10:30:39,1.0087,0.7492,-3.1906,3.429,1
10:30:49,-1.3509,-0.9773,0.0032,1.667,1
10:30:59,-0.3927,-0.8096,0.613,1.089,1
10:31:09,0.9695,-0.4612,-2.1246,2.38,1
10:31:19,0.1268,0.2041,-0.2716,0.363,1
10:31:29,-0.1988,1.0172,-0.0809,1.04,1
10:31:39,-0.5635,-0.7255,-2.899,3.041,1
10:31:49,0.5344,-1.4061,-0.3001,1.534,1
